symbol,riscv_status,module,subcategory,priority,root_cause,riscv_supportability,reason,riscv_possible_path,arm64_file,arm64_line,prompt,depends_on,commit_hash,commit_title,commit_url,patch_url
ARCH_SUPPORTS_KEXEC_SIG,ABSENT,启动/固件,kexec与镜像验证,P1,启动链差异,Partial,arm64 在该版本启用了 kexec 镜像签名/交接能力开关，RISC-V 需在自身引导链实现对应能力。,RISC-V kexec + 签名校验链路,arch/arm64/Kconfig,1612,,,91506f7e5d2142130f7407fca42c7a44a77eedfa,arm64/kexec: refactor for kernel/Kconfig.kexec,https://git.kernel.org/torvalds/c/91506f7e5d2142130f7407fca42c7a44a77eedfa,https://git.kernel.org/torvalds/c/91506f7e5d2142130f7407fca42c7a44a77eedfa.patch
ARCH_SYNQUACER,ABSENT,平台/SoC,SoC平台选择,P2,厂商平台绑定,Partial,arm64 SoC 平台开关，RISC-V 应在自身平台目录定义对应项而非复用。,新增/完善 RISC-V SoC 平台 Kconfig,arch/arm64/Kconfig.platforms,391,Socionext SynQuacer SoC Family,,706cffc1b912342668e621526c860fb093dfc2d5,irqchip/exiu: Add support for Socionext Synquacer EXIU controller,https://git.kernel.org/torvalds/c/706cffc1b912342668e621526c860fb093dfc2d5,https://git.kernel.org/torvalds/c/706cffc1b912342668e621526c860fb093dfc2d5.patch
ARCH_TEGRA,ABSENT,平台/SoC,SoC平台选择,P2,厂商平台绑定,Partial,arm64 SoC 平台开关，RISC-V 应在自身平台目录定义对应项而非复用。,新增/完善 RISC-V SoC 平台 Kconfig,arch/arm64/Kconfig.platforms,395,NVIDIA Tegra SoC Family,,eed6b3eb20b97beff66ca59bb610ac73532278ee,arm64: Split out platform options to separate Kconfig,https://git.kernel.org/torvalds/c/eed6b3eb20b97beff66ca59bb610ac73532278ee,https://git.kernel.org/torvalds/c/eed6b3eb20b97beff66ca59bb610ac73532278ee.patch
ARCH_TESLA_FSD,ABSENT,平台/SoC,SoC平台选择,P2,厂商平台绑定,Partial,arm64 SoC 平台开关，RISC-V 应在自身平台目录定义对应项而非复用。,新增/完善 RISC-V SoC 平台 Kconfig,arch/arm64/Kconfig.platforms,409,Tesla platform,ARCH_EXYNOS,18b1db6a162c29695920fdf212ccb8d7d5c07e9a,arm64: dts: fsd: Add initial device tree support,https://git.kernel.org/torvalds/c/18b1db6a162c29695920fdf212ccb8d7d5c07e9a,https://git.kernel.org/torvalds/c/18b1db6a162c29695920fdf212ccb8d7d5c07e9a.patch
ARCH_THUNDER2,ABSENT,平台/SoC,SoC平台选择,P2,厂商平台绑定,Partial,arm64 SoC 平台开关，RISC-V 应在自身平台目录定义对应项而非复用。,新增/完善 RISC-V SoC 平台 Kconfig,arch/arm64/Kconfig.platforms,425,Cavium ThunderX2 Server Processors,,03b6fd5db4a71d9511552f9d95de9b61f47b503e,arm64: add THUNDER2 processor family,https://git.kernel.org/torvalds/c/03b6fd5db4a71d9511552f9d95de9b61f47b503e,https://git.kernel.org/torvalds/c/03b6fd5db4a71d9511552f9d95de9b61f47b503e.patch
ARCH_THUNDER,ABSENT,平台/SoC,SoC平台选择,P2,厂商平台绑定,Partial,arm64 SoC 平台开关，RISC-V 应在自身平台目录定义对应项而非复用。,新增/完善 RISC-V SoC 平台 Kconfig,arch/arm64/Kconfig.platforms,420,Cavium Inc. Thunder SoC Family,,eed6b3eb20b97beff66ca59bb610ac73532278ee,arm64: Split out platform options to separate Kconfig,https://git.kernel.org/torvalds/c/eed6b3eb20b97beff66ca59bb610ac73532278ee,https://git.kernel.org/torvalds/c/eed6b3eb20b97beff66ca59bb610ac73532278ee.patch
ARCH_UNIPHIER,ABSENT,平台/SoC,SoC平台选择,P2,厂商平台绑定,Partial,arm64 SoC 平台开关，RISC-V 应在自身平台目录定义对应项而非复用。,新增/完善 RISC-V SoC 平台 Kconfig,arch/arm64/Kconfig.platforms,432,Socionext UniPhier SoC Family,,56aaafb6b72f3357dac78a85cdbb5a6fc7aa40b3,arm64: add Kconfig entry for Socionext UniPhier SoC family,https://git.kernel.org/torvalds/c/56aaafb6b72f3357dac78a85cdbb5a6fc7aa40b3,https://git.kernel.org/torvalds/c/56aaafb6b72f3357dac78a85cdbb5a6fc7aa40b3.patch
ARCH_VEXPRESS,ABSENT,平台/SoC,SoC平台选择,P2,厂商平台绑定,Partial,arm64 SoC 平台开关，RISC-V 应在自身平台目录定义对应项而非复用。,新增/完善 RISC-V SoC 平台 Kconfig,arch/arm64/Kconfig.platforms,440,ARM Ltd Platforms,,eed6b3eb20b97beff66ca59bb610ac73532278ee,arm64: Split out platform options to separate Kconfig,https://git.kernel.org/torvalds/c/eed6b3eb20b97beff66ca59bb610ac73532278ee,https://git.kernel.org/torvalds/c/eed6b3eb20b97beff66ca59bb610ac73532278ee.patch
ARCH_VISCONTI,ABSENT,平台/SoC,SoC平台选择,P2,厂商平台绑定,Partial,arm64 SoC 平台开关，RISC-V 应在自身平台目录定义对应项而非复用。,新增/完善 RISC-V SoC 平台 Kconfig,arch/arm64/Kconfig.platforms,448,Toshiba Visconti SoC Family,,0aa56c7eba9ab7b7661b165f3b7dc4e73a4fb1ef,arm64: visconti: Add initial support for Toshiba Visconti platform,https://git.kernel.org/torvalds/c/0aa56c7eba9ab7b7661b165f3b7dc4e73a4fb1ef,https://git.kernel.org/torvalds/c/0aa56c7eba9ab7b7661b165f3b7dc4e73a4fb1ef.patch
ARCH_XGENE,ABSENT,平台/SoC,SoC平台选择,P2,厂商平台绑定,Partial,arm64 SoC 平台开关，RISC-V 应在自身平台目录定义对应项而非复用。,新增/完善 RISC-V SoC 平台 Kconfig,arch/arm64/Kconfig.platforms,455,AppliedMicro X-Gene SOC Family,,eed6b3eb20b97beff66ca59bb610ac73532278ee,arm64: Split out platform options to separate Kconfig,https://git.kernel.org/torvalds/c/eed6b3eb20b97beff66ca59bb610ac73532278ee,https://git.kernel.org/torvalds/c/eed6b3eb20b97beff66ca59bb610ac73532278ee.patch
ARCH_ZYNQMP,ABSENT,平台/SoC,SoC平台选择,P2,厂商平台绑定,Partial,arm64 SoC 平台开关，RISC-V 应在自身平台目录定义对应项而非复用。,新增/完善 RISC-V SoC 平台 Kconfig,arch/arm64/Kconfig.platforms,460,Xilinx ZynqMP Family,,eed6b3eb20b97beff66ca59bb610ac73532278ee,arm64: Split out platform options to separate Kconfig,https://git.kernel.org/torvalds/c/eed6b3eb20b97beff66ca59bb610ac73532278ee,https://git.kernel.org/torvalds/c/eed6b3eb20b97beff66ca59bb610ac73532278ee.patch
ARM64_16K_PAGES,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1391,16KB,,44eaacf1b8999b15cec89bd9d9cd989da4798d53,arm64: Add 16K page size support,https://git.kernel.org/torvalds/c/44eaacf1b8999b15cec89bd9d9cd989da4798d53,https://git.kernel.org/torvalds/c/44eaacf1b8999b15cec89bd9d9cd989da4798d53.patch
ARM64_4K_PAGES,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1385,4KB,,e41ceed035966d593ae34c3de33924965a6b9fba,arm64: Introduce VA_BITS and translation level options,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba.patch
ARM64_64K_PAGES,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1399,64KB,,8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a,arm64: Build infrastructure,https://git.kernel.org/torvalds/c/8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a,https://git.kernel.org/torvalds/c/8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a.patch
ARM64_ACPI_PARKING_PROTOCOL,ABSENT,启动/固件,启动协议与镜像,P1,固件接口差异,Partial,面向 arm64 启动协议流程，RISC-V 以 SBI/EFI/ACPI 组合实现。,SBI+EFI/ACPI 启动路径,arch/arm64/Kconfig,2361,Enable support for the ARM64 ACPI parking protocol,ACPI,5e89c55e4ed81d7abb1ce8828db35fa389dc0e90,arm64: kernel: implement ACPI parking protocol,https://git.kernel.org/torvalds/c/5e89c55e4ed81d7abb1ce8828db35fa389dc0e90,https://git.kernel.org/torvalds/c/5e89c55e4ed81d7abb1ce8828db35fa389dc0e90.patch
ARM64_AMU_EXTN,ABSENT,调度/拓扑,计数器与资源治理,P1,性能监控模型差异,Partial,该类项关联 AMU/MPAM/RAS 计数与资源信息，影响调度/拓扑感知能力。RISC-V 需补齐对应硬件接口。,PMU/资源控制/拓扑感知增强,arch/arm64/Kconfig,1987,Enable support for the Activity Monitors Unit CPU extension,,2c9d45b43c39e26fd2a73f2203321cdaee98b58b,arm64: add support for the AMU extension v1,https://git.kernel.org/torvalds/c/2c9d45b43c39e26fd2a73f2203321cdaee98b58b,https://git.kernel.org/torvalds/c/2c9d45b43c39e26fd2a73f2203321cdaee98b58b.patch
ARM64_AS_HAS_MTE,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,2104,,,89b94df9dfb16fe29f9d2085b0a98116dc34d814,arm64: mte: Kconfig entry,https://git.kernel.org/torvalds/c/89b94df9dfb16fe29f9d2085b0a98116dc34d814,https://git.kernel.org/torvalds/c/89b94df9dfb16fe29f9d2085b0a98116dc34d814.patch
ARM64_BTI,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,2049,Branch Target Identification support,,383499f8863ea8ce869ba62cec91d9f709c9459b,arm64: BTI: Add Kconfig entry for userspace BTI,https://git.kernel.org/torvalds/c/383499f8863ea8ce869ba62cec91d9f709c9459b,https://git.kernel.org/torvalds/c/383499f8863ea8ce869ba62cec91d9f709c9459b.patch
ARM64_BTI_KERNEL,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,2071,Use Branch Target Identification for kernel,ARM64_BTI && ARM64_PTR_AUTH_KERNEL && CC_HAS_BRANCH_PROT_PAC_RET_BTI && !CC_IS_GCC || GCC_VERSION >= 100100 && !CC_IS_GCC && (!FUNCTION_GRAPH_TRACER || DYNAMIC_FTRACE_WITH_ARGS),97fed779f2a68937d9590fbbe8ed31d6ebbce5a5,arm64: bti: Provide Kconfig for kernel mode BTI,https://git.kernel.org/torvalds/c/97fed779f2a68937d9590fbbe8ed31d6ebbce5a5,https://git.kernel.org/torvalds/c/97fed779f2a68937d9590fbbe8ed31d6ebbce5a5.patch
ARM64_CNP,ABSENT,调度/拓扑,计数器与资源治理,P1,性能监控模型差异,Partial,该类项关联 AMU/MPAM/RAS 计数与资源信息，影响调度/拓扑感知能力。RISC-V 需补齐对应硬件接口。,PMU/资源控制/拓扑感知增强,arch/arm64/Kconfig,1914,Enable support for Common Not Private (CNP) translations,,5ffdfaedfa0aba3f5db0fbb8ed4f3192be2b39b8,arm64: mm: Support Common Not Private translations,https://git.kernel.org/torvalds/c/5ffdfaedfa0aba3f5db0fbb8ed4f3192be2b39b8,https://git.kernel.org/torvalds/c/5ffdfaedfa0aba3f5db0fbb8ed4f3192be2b39b8.patch
ARM64_CONT_PMD_SHIFT,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,324,,,e676594115f0bcc12d4791f9ee919e20d8d750ee,arm64/mm: Unify CONT_PMD_SHIFT,https://git.kernel.org/torvalds/c/e676594115f0bcc12d4791f9ee919e20d8d750ee,https://git.kernel.org/torvalds/c/e676594115f0bcc12d4791f9ee919e20d8d750ee.patch
ARM64_CONTPTE,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,2348,Contiguous PTE mappings for user memory,TRANSPARENT_HUGEPAGE,4602e5757bcceb231c3a13c36c373ad4a750eddb,arm64/mm: wire up PTE_CONT for user mappings,https://git.kernel.org/torvalds/c/4602e5757bcceb231c3a13c36c373ad4a750eddb,https://git.kernel.org/torvalds/c/4602e5757bcceb231c3a13c36c373ad4a750eddb.patch
ARM64_CONT_PTE_SHIFT,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,318,,,c0d6de327f18d39ef759aa883bffc3c32bc69015,arm64/mm: Unify CONT_PTE_SHIFT,https://git.kernel.org/torvalds/c/c0d6de327f18d39ef759aa883bffc3c32bc69015,https://git.kernel.org/torvalds/c/c0d6de327f18d39ef759aa883bffc3c32bc69015.patch
ARM64_DEBUG_PRIORITY_MASKING,ABSENT,中断/时钟,NMI与优先级屏蔽,P1,中断控制模型差异,Partial,依赖 Arm GIC 优先级模型。RISC-V 需基于 AIA(IMSIC/APLIC) 提供等价能力。,AIA + 内核中断优先级管理,arch/arm64/Kconfig,2275,Debug interrupt priority masking,,48ce8f80f5901f1f031b00be66d659d39f33b0a1,arm64: irqflags: Introduce explicit debugging for IRQ priorities,https://git.kernel.org/torvalds/c/48ce8f80f5901f1f031b00be66d659d39f33b0a1,https://git.kernel.org/torvalds/c/48ce8f80f5901f1f031b00be66d659d39f33b0a1.patch
ARM64_E0PD,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,2092,Enable support for E0PD,,3e6c69a058deaa50d33c3dac36cde80b4ce590e8,arm64: Add initial support for E0PD,https://git.kernel.org/torvalds/c/3e6c69a058deaa50d33c3dac36cde80b4ce590e8,https://git.kernel.org/torvalds/c/3e6c69a058deaa50d33c3dac36cde80b4ce590e8.patch
ARM64_EPAN,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,2146,Enable support for Enhanced Privileged Access Never (EPAN),,18107f8a2df6bf1c6cac8d0713f757f866d5af51,arm64: Support execute-only permissions with Enhanced PAN,https://git.kernel.org/torvalds/c/18107f8a2df6bf1c6cac8d0713f757f866d5af51,https://git.kernel.org/torvalds/c/18107f8a2df6bf1c6cac8d0713f757f866d5af51.patch
ARM64_ERRATUM_1024718,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,668,Cortex-A55: 1024718: Update of DBM/AP bits without break before make might result in incorrect update,,ece1397cbc89c51914fae1aec729539cfd8bd62b,arm64: Add work around for Arm Cortex-A55 Erratum 1024718,https://git.kernel.org/torvalds/c/ece1397cbc89c51914fae1aec729539cfd8bd62b,https://git.kernel.org/torvalds/c/ece1397cbc89c51914fae1aec729539cfd8bd62b.patch
ARM64_ERRATUM_1165522,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,699,Cortex-A76: 1165522: Speculative AT instruction using out-of-context translation regime could cause subsequent request to generate an incorrect translation,,a457b0f7f50d4d189f0d009617885e4341133e8e,arm64: Add configuration/documentation for Cortex-A76 erratum 1165522,https://git.kernel.org/torvalds/c/a457b0f7f50d4d189f0d009617885e4341133e8e,https://git.kernel.org/torvalds/c/a457b0f7f50d4d189f0d009617885e4341133e8e.patch
ARM64_ERRATUM_1286807,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,757,Cortex-A76: Modification of the translation table for a virtual address might lead to read-after-read ordering violation (rare),,ce8c80c536dac9f325a051b30bf7730ee505eddc,arm64: Add workaround for Cortex-A76 erratum 1286807,https://git.kernel.org/torvalds/c/ce8c80c536dac9f325a051b30bf7730ee505eddc,https://git.kernel.org/torvalds/c/ce8c80c536dac9f325a051b30bf7730ee505eddc.patch
ARM64_ERRATUM_1319367,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,712,Cortex-A57/A72: 1319537: Speculative AT instruction using out-of-context translation regime could cause subsequent request to generate an incorrect translation,,c2cc62d831863151fd0cb7da7ac9a0c324aab871,arm64: Enable and document ARM errata 1319367 and 1319537,https://git.kernel.org/torvalds/c/c2cc62d831863151fd0cb7da7ac9a0c324aab871,https://git.kernel.org/torvalds/c/c2cc62d831863151fd0cb7da7ac9a0c324aab871.patch
ARM64_ERRATUM_1418040,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,682,Cortex-A76/Neoverse-N1: MRC read following MRRC read of specific Generic Timer in AArch32 might give incorrect result,COMPAT,a5325089bd05a7b0259cc4038479d36308edbda2,arm64: Handle erratum 1418040 as a superset of erratum 1188873,https://git.kernel.org/torvalds/c/a5325089bd05a7b0259cc4038479d36308edbda2,https://git.kernel.org/torvalds/c/a5325089bd05a7b0259cc4038479d36308edbda2.patch
ARM64_ERRATUM_1463225,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,774,Cortex-A76: Software Step might prevent interrupt recognition,,969f5ea627570e91c9d54403287ee3ed657f58fe,arm64: errata: Add workaround for Cortex-A76 erratum #1463225,https://git.kernel.org/torvalds/c/969f5ea627570e91c9d54403287ee3ed657f58fe,https://git.kernel.org/torvalds/c/969f5ea627570e91c9d54403287ee3ed657f58fe.patch
ARM64_ERRATUM_1508412,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,807,Cortex-A77: 1508412: workaround deadlock on sequence of NC/Device load and store exclusive or PAR read,,96d389ca10110d7eefb46feb6af9a0c6832f78f5,arm64: Add workaround for Arm Cortex-A77 erratum 1508412,https://git.kernel.org/torvalds/c/96d389ca10110d7eefb46feb6af9a0c6832f78f5,https://git.kernel.org/torvalds/c/96d389ca10110d7eefb46feb6af9a0c6832f78f5.patch
ARM64_ERRATUM_1530923,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,725,Cortex-A55: 1530923: Speculative AT instruction using out-of-context translation regime could cause subsequent request to generate an incorrect translation,,275fa0ea2cf7a84450f9c0ec0d9e7ec168ed2e2d,arm64: Workaround for Cortex-A55 erratum 1530923,https://git.kernel.org/torvalds/c/275fa0ea2cf7a84450f9c0ec0d9e7ec168ed2e2d,https://git.kernel.org/torvalds/c/275fa0ea2cf7a84450f9c0ec0d9e7ec168ed2e2d.patch
ARM64_ERRATUM_1542419,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,792,Neoverse-N1: workaround mis-ordering of instruction fetches (rare),,05460849c3b51180d5ada3373d0449aea19075e4,arm64: errata: Hide CTR_EL0.DIC on systems affected by Neoverse-N1 #1542419,https://git.kernel.org/torvalds/c/05460849c3b51180d5ada3373d0449aea19075e4,https://git.kernel.org/torvalds/c/05460849c3b51180d5ada3373d0449aea19075e4.patch
ARM64_ERRATUM_1742098,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,620,Cortex-A57/A72: 1742098: ELR recorded incorrectly on interrupt taken between cryptographic instructions in a sequence,COMPAT,44b3834b2eed595af07021b1c64e6f9bc396398b,arm64: errata: Remove AES hwcap for COMPAT tasks,https://git.kernel.org/torvalds/c/44b3834b2eed595af07021b1c64e6f9bc396398b,https://git.kernel.org/torvalds/c/44b3834b2eed595af07021b1c64e6f9bc396398b.patch
ARM64_ERRATUM_1902691,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1036,Cortex-A510: 1902691: workaround TRBE trace corruption,CORESIGHT_TRBE,708e8af4924ec2fdd5b81fe09192c6bac2f86935,arm64: errata: Add detection for TRBE trace data corruption,https://git.kernel.org/torvalds/c/708e8af4924ec2fdd5b81fe09192c6bac2f86935,https://git.kernel.org/torvalds/c/708e8af4924ec2fdd5b81fe09192c6bac2f86935.patch
ARM64_ERRATUM_2038923,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1013,Cortex-A510: 2038923: workaround TRBE corruption with enable,CORESIGHT_TRBE,3bd94a8759de9b724b83a80942b0354acd7701eb,arm64: errata: Add detection for TRBE invalid prohibited states,https://git.kernel.org/torvalds/c/3bd94a8759de9b724b83a80942b0354acd7701eb,https://git.kernel.org/torvalds/c/3bd94a8759de9b724b83a80942b0354acd7701eb.patch
ARM64_ERRATUM_2051678,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,830,Cortex-A510: 2051678: disable Hardware Update of the page table dirty bit,,297ae1eb23b04c5a46111ab53c8d0f69af43f402,arm64: cpufeature: List early Cortex-A510 parts as having broken dbm,https://git.kernel.org/torvalds/c/297ae1eb23b04c5a46111ab53c8d0f69af43f402,https://git.kernel.org/torvalds/c/297ae1eb23b04c5a46111ab53c8d0f69af43f402.patch
ARM64_ERRATUM_2054223,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,910,Cortex-A710: 2054223: workaround TSB instruction failing to flush trace,,fa82d0b4b833790ac4572377fb777dcea24a9d69,arm64: errata: Add workaround for TSB flush failures,https://git.kernel.org/torvalds/c/fa82d0b4b833790ac4572377fb777dcea24a9d69,https://git.kernel.org/torvalds/c/fa82d0b4b833790ac4572377fb777dcea24a9d69.patch
ARM64_ERRATUM_2064142,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,995,Cortex-A510: 2064142: workaround TRBE register writes while disabled,CORESIGHT_TRBE,607a9afaae09cde21ece458a8f10cb99d3f94f14,arm64: errata: Add detection for TRBE ignored system register writes,https://git.kernel.org/torvalds/c/607a9afaae09cde21ece458a8f10cb99d3f94f14,https://git.kernel.org/torvalds/c/607a9afaae09cde21ece458a8f10cb99d3f94f14.patch
ARM64_ERRATUM_2067961,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,925,Neoverse-N2: 2067961: workaround TSB instruction failing to flush trace,,fa82d0b4b833790ac4572377fb777dcea24a9d69,arm64: errata: Add workaround for TSB flush failures,https://git.kernel.org/torvalds/c/fa82d0b4b833790ac4572377fb777dcea24a9d69,https://git.kernel.org/torvalds/c/fa82d0b4b833790ac4572377fb777dcea24a9d69.patch
ARM64_ERRATUM_2077057,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,841,Cortex-A510: 2077057: workaround software-step corrupting SPSR_EL2,,1dd498e5e26ad71e3e9130daf72cfb6a693fee03,KVM: arm64: Workaround Cortex-A510's single-step and PAC trap errata,https://git.kernel.org/torvalds/c/1dd498e5e26ad71e3e9130daf72cfb6a693fee03,https://git.kernel.org/torvalds/c/1dd498e5e26ad71e3e9130daf72cfb6a693fee03.patch
ARM64_ERRATUM_2119858,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,871,Cortex-A710/X2: 2119858: workaround TRBE overwriting trace data in FILL mode,CORESIGHT_TRBE,b9d216fcef4298de76519e2baeed69ba482467bd,arm64: errata: Add detection for TRBE overwrite in FILL mode,https://git.kernel.org/torvalds/c/b9d216fcef4298de76519e2baeed69ba482467bd,https://git.kernel.org/torvalds/c/b9d216fcef4298de76519e2baeed69ba482467bd.patch
